Country Name,Country Code,year,pop_density,mobile_subs,exports_gdp,imports_gdp,gdp_growth,gdp_per_capita,under5_mortality,unemployment,net_migration,adol_fertility,life_expectancy,fertility_rate,pop_growth,population,urban_pop_growth,hdi,Region,IncomeGroup
Afghanistan,AFG,2018,56.33448170124036,59.8109,,,1.1892281294451692,553.1251516882929,65.4,11.196,-36753.0,73.021,62.443,5.327,2.91080959861384,36743039.0,3.876432657376668,0.498,Middle East & North Africa,Low income
Afghanistan,AFG,2019,58.041060668782485,59.6471,,,3.9116034162555167,557.8615332074586,63.3,11.185,9159.0,70.967,62.941,5.238,2.98438913621969,37856121.0,3.995142834674996,0.507,Middle East & North Africa,Low income
Afghanistan,AFG,2020,59.900616346994155,58.0461,10.42081713862066,36.2890774127896,-2.3511006720346614,527.8345544993056,61.3,11.71,143634.0,68.877,61.454,5.145,3.15360920291972,39068979.0,4.204217013055381,0.501,Middle East & North Africa,Low income
Afghanistan,AFG,2021,61.32869079925793,56.6945,14.34215279753703,37.06956357719003,-20.738839367634327,408.6258552174031,59.3,11.994,-548784.0,66.599,60.417,5.039,2.35609779179185,40000412.0,3.4566063874652406,0.486,Middle East & North Africa,Low income
Afghanistan,AFG,2022,62.21554053018107,56.2655,18.38004240163747,54.50542720701614,-6.2401719924026935,377.66562708070467,57.4,14.1,-647402.0,65.339,65.617,4.932,1.43570437048699,40578842.0,2.576854304428754,0.495,Middle East & North Africa,Low income
Afghanistan,AFG,2023,63.558500835594806,55.5475,16.852788120600188,50.731877031038344,2.266943736491882,378.0663031225898,55.5,13.991,-48958.0,64.068,66.035,4.84,2.13559384981397,41454761.0,3.3195681754445094,0.496,Middle East & North Africa,Low income
Afghanistan,AFG,2024,,,,,,,,13.295,-44089.0,,,,2.83657317243522,42647492.0,4.0617266198230615,,Middle East & North Africa,Low income
Africa Eastern and Southern,AFE,1990,28.099108747481097,0.0025821426556722,20.3696590603103,19.76174815036454,0.1758672556572804,1281.5025027626075,166.0070575103917,,47976.0,132.2864606083982,51.09632645430471,6.160211718758489,2.8665489066901446,311748681.0,4.8946134701614445,,,
Africa Eastern and Southern,AFE,1991,28.882757673973423,0.0030601295210905,18.5140045283496,19.584602902970737,-0.0954636730858027,1245.5425137272432,170.99644715605217,8.17962867204006,-539801.0,131.27187742436584,50.87324360639456,6.094846017413771,2.7506938126741844,320442961.0,4.450404174860143,,,
Africa Eastern and Southern,AFE,1992,29.661491241107957,0.0058241644027969,21.53443443916203,21.183089322217345,-2.3501603910454634,1184.3382755047696,170.23663462496282,8.27072384795289,-208254.0,127.64064669397288,50.715946047892054,6.028218878097024,2.660481650654125,329082707.0,4.2931038380021995,,,
Africa Eastern and Southern,AFE,1993,27.741455676144476,0.0160281568745268,22.715364077707587,21.288729534929132,-0.5994377224548657,1145.0827118159364,162.22358424592343,8.266327153326346,250990.0,129.57176698140958,51.07376191337756,5.97024615922812,2.769491390168008,338324002.0,4.440822870298235,,,
Africa Eastern and Southern,AFE,1994,28.489085868678497,0.1177206100985105,23.709864389671356,24.115240846758716,1.9320314064796376,1136.5754446986707,162.4951501531857,8.138290950772323,-153050.0,129.21370585715974,50.96658879564646,5.911238135617316,2.6593172735530075,347441809.0,4.263536187800306,,,
Africa Eastern and Southern,AFE,1995,29.238418230952103,0.1643007296367636,24.385471070674527,25.967540765926024,4.282647641441756,1154.8749417479416,156.29582094470166,7.908445555469113,-283365.0,127.50257701913708,51.48205668133573,5.85348014036154,2.596247539608507,356580375.0,3.957780676992835,,,
Africa Eastern and Southern,AFE,1996,30.022155019539408,0.2854218586683875,25.454560998750708,26.444072279730907,5.454335030570178,1186.0729643700463,153.48902900153954,7.823907893285597,-719150.0,128.88582123058524,51.353189836073774,5.781580120101322,2.6452072406380824,366138524.0,3.6525104159171415,,,
Africa Eastern and Southern,AFE,1997,30.80175605797856,0.5378938743470609,24.553865578569138,26.075721832698513,3.8419771083604672,1200.468423259953,150.42317673531107,7.783654415425619,-760003.0,126.142263178949,51.57088651714292,5.710820276159644,2.5636093467632888,375646235.0,3.5426492857739347,,,
Africa Eastern and Southern,AFE,1998,31.610204441581484,0.963135057510966,24.872248448866788,27.22720921458126,1.7526294003621672,1190.2674413574823,149.91022834878677,7.8127336360073105,-225429.0,124.92671515541883,51.31795547213679,5.66288610499311,2.5908290606518487,385505757.0,3.615099228535783,,,
Africa Eastern and Southern,AFE,1999,32.45027518506453,1.5364967739771964,24.792310399325356,25.69884626599687,2.6492846027032613,1190.1711033461986,141.589705348872,7.849877812039048,-471938.0,125.91537940771056,51.807077244986765,5.611619019984992,2.6228929563284793,395750933.0,3.6337446039694146,,,
Africa Eastern and Southern,AFE,2000,33.30351066461533,2.531874619984474,25.595224776520343,25.855652732986112,3.212167482770738,1196.9297659436604,136.6703738654381,7.788316902755086,-688533.0,123.97623771860889,52.55734186267767,5.549893018950133,2.595389339987879,406156661.0,3.573552000948839,,,
Africa Eastern and Southern,AFE,2001,34.17687461497419,3.485112664781862,27.255386739560787,26.568173884396053,3.505488061764879,1207.2291586562137,131.34246895387955,7.676955208993057,-592931.0,124.16442009137924,52.875536053628664,5.501766093659847,2.588641771311602,416807868.0,3.61293733160004,,,
Africa Eastern and Southern,AFE,2002,35.07986258335068,4.597393407524446,27.795019822992877,27.65050341611648,3.8338481397829582,1221.245925397037,125.45035255451953,7.632330067548724,-531528.0,122.66529481149104,53.20674433430259,5.449695771205744,2.6078015753537644,427820358.0,3.6802798876628087,,,
Africa Eastern and Southern,AFE,2003,36.010765348288004,6.079889014648065,25.514986773246424,26.1369627133541,2.952938513424044,1224.8062854851255,119.92410305810137,7.586882836913323,-517323.0,120.71881433820931,53.67830476858219,5.407327920135453,2.619068094575481,439173286.0,3.6704174222490873,,,
Africa Eastern and Southern,AFE,2004,36.52957465902124,8.015447554864357,25.690104169891057,26.851172754241233,5.55444775546961,1259.1359206883358,115.2940473299,7.395648183817539,-472255.0,120.1487539744978,54.192927866043405,5.38130825995291,2.641371498216673,450928044.0,3.68907157784964,,,
Africa Eastern and Southern,AFE,2005,37.513591952818096,12.591319874329953,27.62302750424424,28.01652509047741,6.16249334973169,1301.661616686192,109.9321280477853,7.218792627952585,-568306.0,118.82293965388564,54.807680713633566,5.350398519320966,2.6584783965298544,463076637.0,3.760463497711379,,,
Africa Eastern and Southern,AFE,2006,38.52863063610671,16.94905251695521,29.57738632563502,29.383327176618373,6.577438603467485,1350.7305768476813,103.88913690435062,7.158958345279888,-581942.0,117.176749755108,55.693515257845256,5.305920472429558,2.669765885524624,475606210.0,3.72739666627874,,,
Africa Eastern and Southern,AFE,2007,39.579539072033846,21.684991978256345,31.949927945622004,31.676550115814837,6.646935047187725,1402.2592478126885,98.83599098747236,7.102231153574788,-530023.0,115.16581536554467,56.48435317845337,5.25398480103277,2.691444983438539,488580707.0,3.5160224287425317,,,
Africa Eastern and Southern,AFE,2008,40.67248314971039,28.12030444556465,35.56296394418497,35.952696323535186,4.3661731032863145,1424.1621967994497,93.76925565970902,7.076709788219178,-438568.0,114.19753928415884,57.24010632287976,5.219403495337565,2.72364001522085,502070763.0,4.021897071270679,,,
Africa Eastern and Southern,AFE,2009,41.80105277794885,32.608888955109286,27.304693882118936,31.56683623078233,0.8926513611015707,1398.0777268031577,89.19691307418228,7.155880661691171,-479929.0,111.96369888146924,58.095527143646336,5.142535441797308,2.7372375720886657,516003448.0,4.0406253834347785,,,
Africa Eastern and Southern,AFE,2010,42.95749127156768,38.52713197724832,29.520643988688583,29.902897859538097,5.207943440632178,1431.2119578930487,85.94151346960246,7.403061306612236,-413050.0,110.81434129780978,58.82727920628206,5.066496945693719,2.7345251964328736,530308387.0,4.051908963734423,,,
Africa Eastern and Southern,AFE,2011,44.12546335373994,48.01599350909459,31.43562032215816,32.13210704404044,4.058923272112054,1449.853499701492,87.35790377648833,7.427939936181566,-712363.0,110.48379906617868,59.20000403007008,4.981015501816667,2.6846214326908378,544737983.0,4.018948899513148,,,
Africa Eastern and Southern,AFE,2012,37.69651655668563,52.76797655651581,29.956724142106093,33.166148653154266,1.767969542412743,1436.2745099785482,78.90542176345907,7.18160807948002,-174216.0,108.51237028582824,60.24951235984674,4.899585341119262,2.693512892632642,559609961.0,3.986674554826711,,,
Africa Eastern and Southern,AFE,2013,38.74697530502446,57.6880768277277,29.195149805401066,34.17428957810476,4.3177251676446105,1457.6729074802608,74.70711094667871,6.98673270309414,-91530.0,106.82127064756668,60.895739752772,4.819563354246368,2.7482455829430985,575202699.0,4.08205575017598,,,
Africa Eastern and Southern,AFE,2014,39.80915463903798,61.93581606231311,28.600439576146808,33.06816544717702,4.01435055814143,1475.7390393408486,73.58608831762912,6.947010734013326,-414158.0,106.28000400734946,61.25143601567095,4.748074265103752,2.704104696353435,590968990.0,4.077097893491745,,,
Africa Eastern and Southern,AFE,2015,40.8971995109358,66.5,24.07263193668088,30.91290649417363,3.0033669287938096,1479.6152598054327,71.82443823479211,7.036356824924234,151528.0,103.78409458162773,61.713030523494965,4.676508011604,2.696830387885553,607123269.0,4.122580134291393,,,
Africa Eastern and Southern,AFE,2016,41.99155376790328,63.6,23.254151184856223,28.434077121596967,2.195991207379052,1472.6992299563133,69.67220636960275,7.19466599460041,-799850.0,101.266398602231,62.16798131691992,4.615743838510194,2.6407432554230073,623369401.0,4.002405174652815,,,
Africa Eastern and Southern,AFE,2017,43.11581958663389,63.5,23.945473605090992,27.64534342883768,2.6962378291510873,1472.9711518092597,68.23902188534623,7.34633063442169,340934.0,99.29442868214488,62.59127509615006,4.569883585747915,2.64206728810391,640058741.0,3.998099099382383,,,
Africa Eastern and Southern,AFE,2018,44.31093941183171,65.2,25.30639984117139,28.520850421282617,2.6650380745653734,1471.4383174714558,63.35769720650961,7.360513104433302,327087.0,98.08204201206895,63.33069135823358,4.521443201334811,2.734262823668231,657801085.0,4.128900648224566,,,
Africa Eastern and Southern,AFE,2019,45.533465468173056,67.9,23.92608024420325,26.740974879360177,2.2003404329238805,1463.4378905671615,60.658078330184075,7.584418799099279,100706.0,97.18978679600924,63.85726128370424,4.471338147519088,2.721680522573968,675950189.0,4.080002849034205,,,
Africa Eastern and Southern,AFE,2020,46.77951358243645,70.3,22.041722250921968,24.25626723839542,-2.859783921047125,1383.7241194101432,58.91165287255749,8.191394911274143,340127.0,95.74133926202954,63.766484002694334,4.4129725494011085,2.699516097453109,694446100.0,4.06373524371858,,,
Africa Eastern and Southern,AFE,2021,48.03547280615184,74.7,25.885463524205903,26.34478505468843,4.563568075956638,1409.0406988470334,57.14050618222915,8.577384992317612,187508.0,94.65951333107084,62.97999918574936,4.350682535230696,2.649439164356304,713090928.0,4.021603975763851,,,
Africa Eastern and Southern,AFE,2022,49.29720073848936,77.7,27.461821519481205,30.0117749989343,3.5557687871619947,1421.797168978776,56.6449066839014,7.985202251550969,-220428.0,93.379388849822,64.48701954566079,4.287033367093384,2.592754451997293,731821393.0,3.961597706375501,,,
Africa Eastern and Southern,AFE,2023,,81.3,26.403893337942066,30.250400849013893,1.8913073872193704,1412.6253843842264,53.80625164817117,7.806365421811965,-989975.0,92.30566763029096,65.14629085538499,4.223771473903886,2.520818082913593,750503764.0,3.8724940761311983,,,
Africa Eastern and Southern,AFE,2024,,,25.87502292122286,29.286671132354964,2.76680373044995,1416.2503686940815,,7.772653774938157,-670014.0,,,,2.472934808599651,769294618.0,3.827974171678097,,,
Africa Western and Central,AFW,1990,23.16727037358857,0.0,,,5.696880313491292,1256.4595497162377,198.0279406345119,,-482233.0,145.67413346786003,48.459295454490906,6.516886465771175,2.6613661506796773,209566031.0,4.6398600832616355,,,
Africa Western and Central,AFW,1991,23.78774511429639,0.0,,,1.0672321900444786,1236.7458867385492,196.34262773996736,4.158680278819749,-43861.0,143.17878821051187,48.53107588419448,6.470298446223495,2.6430014046441888,215178709.0,4.057617970332521,,,
Africa Western and Central,AFW,1992,24.452438042932727,0.0004055676236363,,,2.35022007060752,1231.403446139066,194.79210700465651,4.251101731427296,39360.0,141.36226078558752,48.688592135760274,6.417681631595209,2.7559389505862524,221191375.0,4.110800758026912,,,
Africa Western and Central,AFW,1993,25.12185549504852,0.0055811560714469,,,-1.362644934702601,1182.2579332550586,193.12983452180936,4.369804889758913,-271392.0,138.58295523612307,48.85494001323091,6.36200214230226,2.7008277713845072,227246778.0,4.021171299012333,,,
Africa Western and Central,AFW,1994,25.79767626451229,0.0095957009141031,,,-0.283196443172045,1148.0259639334542,191.19671138223993,4.393781310162947,-117487.0,136.13881824564592,48.85928310635737,6.299172213203639,2.654621648346485,233360104.0,3.915246201108401,,,
Africa Western and Central,AFW,1995,26.5098062300874,0.0125531304913284,,,1.859801349347066,1137.9641233886628,188.87955154093572,4.399749465588073,96446.0,137.0895688581075,49.027006694121965,6.236262518213708,2.7230290355972535,239801875.0,3.950464801422889,,,
Africa Western and Central,AFW,1996,27.240928477146248,0.025856289147414,,,4.629125904307486,1158.6861473285717,186.1409919736885,4.340691213523574,-99789.0,134.61237149793507,49.11155737044585,6.1714424204766765,2.720585480425599,246415446.0,3.9503453431075903,,,
Africa Western and Central,AFW,1997,27.99179108932563,0.0465887994019213,,,4.403074625431898,1177.254396881964,182.59286655492073,4.313735454492283,147489.0,133.2963227812724,49.21878348591643,6.1034962406388,2.7190726045137845,253207584.0,4.071053620122628,,,
Africa Western and Central,AFW,1998,28.77560962128197,0.0980257325747414,,,3.623420346006384,1186.6821217341037,178.520481509666,4.324048501942294,146647.0,133.1122143843408,49.45245902400786,6.044793677288732,2.7616848369929596,260297834.0,4.129488781540883,,,
Africa Western and Central,AFW,1999,29.572496567460185,0.2062267989344899,,,1.5281894579309636,1172.3507996102342,173.95117365403968,4.5121576727069295,-104687.0,133.4649076979751,49.82376332925814,6.02793230670537,2.7316619186125575,267506298.0,4.0917429719140666,,,
Africa Western and Central,AFW,2000,30.397427971938296,0.5308927426872219,,,3.8424786286510657,1184.3601376623017,168.9867967981217,4.551119059845589,29309.0,134.89441027033658,50.29798308157511,6.02214272981906,2.7513239280902515,274968446.0,4.100243776347951,,,
Africa Western and Central,AFW,2001,31.261065049116823,1.0498762455674056,,,5.207032619234582,1211.6065741616085,163.80018403462978,4.479977123284468,1062.0,134.07491578049755,50.67779041313839,5.99007410329012,2.8015396435432325,282780717.0,4.510974931050189,,,
Africa Western and Central,AFW,2002,32.15220743816454,2.09477956084382,,,9.968802113919368,1295.4602465643472,158.3622602657674,4.285853718993399,4172.0,133.03967782358055,51.108023571134275,5.95620213584871,2.810771384063232,290841795.0,4.498037786657581,,,
Africa Western and Central,AFW,2003,33.069878440554604,3.323091732022654,,,5.597677402067475,1330.015349660242,152.86568610504054,4.180110710956588,-72858.0,133.80712760307705,51.57812224462531,5.923573027207149,2.814174224189196,299142845.0,4.496596056939352,,,
Africa Western and Central,AFW,2004,34.018636314391905,6.460463333707172,,,8.094673110878077,1397.579893252488,147.44308651604703,4.094738088841343,-15775.0,130.6931398670169,52.10608309357605,5.895513587634352,2.8285650178779194,307725100.0,4.502967100763014,,,
Africa Western and Central,AFW,2005,34.998471773578395,11.10250630859191,,,5.912110880874977,1438.7657371855005,142.1976194929042,4.100699502843057,-127048.0,131.09523727367147,52.55575310011284,5.871770321277384,2.839589558071858,316588476.0,4.511365939676008,,,
Africa Western and Central,AFW,2006,36.001666854599605,18.78723350122215,,,5.355183697699701,1473.5757567979972,137.3023817404679,3.97409484853549,-213837.0,130.2771466368821,52.97870970612833,5.846028266706841,2.826084197679888,325663158.0,4.492897889409467,,,
Africa Western and Central,AFW,2007,37.03209408143908,25.03929982120968,,,5.5023286899064345,1511.3980280778387,132.79249085485304,3.950642605708115,-217242.0,128.85167980652108,53.48243140534494,5.809650866688069,2.8219705369227963,334984176.0,4.455779443313962,,,
Africa Western and Central,AFW,2008,38.09357612057777,36.86610015621755,,,6.276134511326006,1561.4969031071505,128.62764708407713,3.9685421773007903,-252742.0,128.4143158136637,53.91626163332081,5.785473472444616,2.8260717887881364,344586109.0,4.426041775748757,,,
Africa Western and Central,AFW,2009,39.17228188171722,44.344979997951434,,,6.125529167497291,1611.513210176027,129.54475508303543,4.0003868821619974,-245845.0,128.16019378681813,53.85224546200102,5.751120089033307,2.7923739674797527,354343844.0,4.374371796748808,,,
Africa Western and Central,AFW,2010,40.27936452135692,52.27223728057999,,,7.032024723443612,1677.427937202291,121.71274906517596,3.9915945374515,-310519.0,127.12566624275192,54.60335321338802,5.712895966565244,2.7869889362756135,364358270.0,4.356704413277939,,,
Africa Western and Central,AFW,2011,41.43259542018488,58.24987248435197,,,4.946666245397907,1711.4057627205716,118.52895739172652,3.9690273301075503,-223577.0,127.43190244665796,54.963973489022635,5.665667076947862,2.822860884481515,374790143.0,4.356433714207537,,,
Africa Western and Central,AFW,2012,42.60111886426599,67.10946466566476,,,5.140575576789288,1750.025891055203,115.8065729489102,3.982162566210588,-509144.0,126.531051307217,55.29270582179175,5.596799531423724,2.781261730944884,385360349.0,4.283312169902868,,,
Africa Western and Central,AFW,2013,43.78065871599796,75.01200314751658,,,6.0280228896078825,1805.5264333770187,113.59917099547908,3.7038532010822607,-373991.0,125.73282361124572,55.55490740758571,5.515468243656677,2.7311620680093096,396030207.0,4.1896589860113815,,,
Africa Western and Central,AFW,2014,44.99247682344696,80.2975320892204,,,5.712458522615933,1857.258754633173,112.21579365716924,3.881395713961064,-181414.0,122.73363896380576,55.69544633985686,5.44001848340923,2.730315606281907,406992047.0,4.166059966879946,,,
Africa Western and Central,AFW,2015,46.223525776660495,83.3,,,2.928009609840032,1860.727693934877,109.22414492044902,4.164467078374683,-247654.0,117.89575458935516,56.03833564843547,5.346595826348643,2.699359033356017,418127845.0,4.115884885437745,,,
Africa Western and Central,AFW,2016,47.47570060293308,82.9,,,0.1941774894141446,1815.168692877967,107.0363774515888,4.157574373884524,50874.0,113.0677351379514,56.39245185073669,5.228976235312644,2.672912946561329,429454743.0,4.056306328936962,,,
Africa Western and Central,AFW,2017,48.7390701520488,81.4,,,2.2961675473938783,1808.71649348956,105.1571871788538,4.274196203953023,-72945.0,108.4949209839194,56.626438811256605,5.0988853417977476,2.6262956405676925,440882906.0,3.9811272847381223,,,
Africa Western and Central,AFW,2018,49.98970956622867,87.8,,,2.9046543751129548,1814.6887341840013,102.26092138448104,4.32363095413829,-178068.0,104.93045411634228,57.036976441386024,4.962570680982457,2.533620527363474,452195915.0,3.860342917418158,,,
Africa Western and Central,AFW,2019,51.22452542198439,91.3,,,3.282162997939679,1829.070620097877,101.44005203900416,4.395271210761934,-270812.0,101.36648489359804,57.14984675551184,4.829134478077539,2.4400480090888297,463365429.0,3.7435848244214256,,,
Africa Western and Central,AFW,2020,52.46312375839757,96.7,,,-0.9841174251533432,1768.3135650095228,97.02654760879264,4.852392700551305,-39974.0,98.48324332727296,57.364425401110665,4.7073988083188,2.389175704336814,474569351.0,3.666632999026006,,,
Africa Western and Central,AFW,2021,53.718018017918425,95.0,,,4.030000306073589,1796.602085384494,95.10617395861358,4.736731762373329,-149585.0,97.1992096522413,57.36257169102738,4.637740859759024,2.3638289749527033,485920997.0,3.6098155584383806,,,
Africa Western and Central,AFW,2022,54.985591612789754,102.1,,,3.974963544837436,1824.9532963010151,95.41740927111609,3.658573180821569,-81809.0,95.95778700492636,57.98781339451894,4.56335400847357,2.3322703938814504,497387180.0,3.556585226009465,,,
Africa Western and Central,AFW,2023,,100.8,,,3.357986994886545,1841.758346171035,88.72633518351255,3.277245466051411,327673.0,94.96963210033968,58.85572154832765,4.497706812551461,2.386203560389915,509398589.0,3.562604239569658,,,
Africa Western and Central,AFW,2024,,,,,4.17610288931516,1873.2007242456111,,3.218313421093439,-10854.0,,,,2.3984731415229787,521764076.0,3.5380761407617487,,,
Albania,ALB,1990,119.94678832116789,0.0,15.40506382934147,24.031899573772694,-9.575640169934076,1682.8810874018022,40.8,,-60173.0,15.828,72.71,3.014,1.79908559333186,3286542.0,2.5430425447496394,0.654,Europe & Central Asia,Upper middle income
Albania,ALB,1991,119.22591240875911,0.0,7.484818724678139,28.585701338604807,-28.00214165380744,1218.9642731736158,39.0,10.304,-63689.0,15.684,73.001,2.956,-0.602809679480026,3266790.0,0.141060581773093,0.638,Europe & Central Asia,Upper middle income
Albania,ALB,1992,118.50507299270072,0.0,12.499591493250543,96.28588074790862,-7.1871109096423424,1138.2377399880916,37.6,30.007,-66538.0,17.235,73.303,2.885,-0.606434726201759,3247039.0,0.8784304298020181,0.622,Europe & Central Asia,Upper middle income
Albania,ALB,1993,117.78419708029196,0.0,15.978829813386527,64.53950295702644,9.559411671112429,1254.6788841488756,36.2,25.251,-68445.0,19.007,73.638,2.811,-0.610165792730247,3227287.0,0.8555349601405285,0.624,Europe & Central Asia,Upper middle income
Albania,ALB,1994,117.06335766423358,0.0,11.983694347693,41.11889038791823,8.302866596990825,1367.2205896371213,34.9,20.835,-70165.0,20.968,73.837,2.798,-0.613880506929603,3207536.0,0.8437256696397712,0.629,Europe & Central Asia,Upper middle income
Albania,ALB,1995,116.34248175182482,0.0,12.26965122570078,27.86904772613064,13.322333326881347,1558.9663856546076,33.6,14.607,-69785.0,21.862,74.022,2.762,-0.617703658436963,3187784.0,0.8241712600000908,0.638,Europe & Central Asia,Upper middle income
Albania,ALB,1996,115.62164233576642,0.070307774,11.495145017889914,32.91663698757638,7.336328947718911,1683.7696554742415,32.4,13.928,-68076.0,15.129,74.113,2.666,-0.62151139901728,3168033.0,0.812476342196282,0.647,Europe & Central Asia,Upper middle income
